date,headline,print_headline,abstract,snippet,lead_paragraph
2007-05-27,Elite Colleges Open New Door to Low-Income Youths,Elite Colleges Open New Door To Poor Youths,"Wanting to keep a role as engines of social mobility, some schools have pushed to diversify economically.","Wanting to keep a role as engines of social mobility, some schools have pushed to diversify economically.","AMHERST, Mass. — The discussion in the States of Poverty seminar here at Amherst College was getting a little theoretical. Then Anthony Abraham Jack, a junior from Miami, asked pointedly, “Has anyone here ever actually seen a food stamp?” "
2007-05-30,Interrogation Methods Are Criticized,Advisers Fault Harsh Methods In Interrogation,"A set of experts is calling harsh techniques used since the 2001 terrorist attacks outmoded, amateurish and unreliable.","A set of experts is calling harsh techniques used since the 2001 terrorist attacks outmoded, amateurish and unreliable.","WASHINGTON, May 29 — As the Bush administration completes secret new rules governing interrogations, a group of experts advising the intelligence agencies are arguing that the harsh techniques used since the 2001 terrorist attacks are outmoded, amateurish and unreliable."
2007-05-31,Big Disparities in Judging of Asylum Cases,Wide Disparities Found in Judging Of Asylum Cases,"The outcome of U.S. asylum cases can be influenced by things like the location of the court and the sex and professional background of judges, a study has found.","The outcome of U.S. asylum cases can be influenced by things like the location of the court and the sex and professional background of judges, a study has found.","Asylum seekers in the United States face broad disparities in the nation’s 54 immigration courts, with the outcome of cases influenced by things like the location of the court and the sex and professional background of judges, a new study has found. "
2007-06-03,A Legal Debate in Guantánamo on Boy Fighters,A Legal Debate In Guantánamo On Boy Fighters,The case of the youngest detainee at Guantánamo Bay has implications as large as the growing ranks of child fighters worldwide.,The case of the youngest detainee at Guantánamo Bay has implications as large as the growing ranks of child fighters worldwide.,"The facts of Omar Ahmed Khadr’s case are grim. The shrapnel from the grenade he is accused of throwing ripped through the skull of Sgt. First Class Christopher J. Speer, who was 28 when he died."
2007-06-04,Surge in Adoptions Raises Concern in Ethiopia,Surge in Adoptions Raises Concern in Ethiopia,"Ethiopia has become a hot spot for international adoption, but the sudden popularity comes with risks, officials say.","Ethiopia has become a hot spot for international adoption, but the sudden popularity comes with risks, officials say.",ST. PAUL — Ethiopia was not on Mark and Vera Westrum-Ostrom’s list when they first visited Children’s Home Society & Family Services here to explore an international adoption.
2007-06-07,Biologists Make Skin Cells Work Like Stem Cells,biologists make skin cells work like stem cells,The technique would avoid most of the ethical criticism directed at the use of embryonic stem cells.,The technique would avoid most of the ethical criticism directed at the use of embryonic stem cells.,"In a surprising advance that could sidestep the ethical debates surrounding stem cell biology, researchers have come much closer to a major goal of regenerative medicine, the conversion of a patient’s cells into specialized tissues that might replace those lost to disease."
2007-06-08,"For ‘Don’t Ask, Don’t Tell,’ Split on Party Lines","For &#8216;Don&#8217;t Ask, Don&#8217;t Tell,&#8217; Split On Party Lines",The dispute underscores the continuing power of social issues — like gay rights and abortion — in each party’s nominating contest.,The dispute underscores the continuing power of social issues — like gay rights and abortion — in each party’s nominating contest., 
2007-06-11,"In Return Home to Mexico Grave, an Industry Rises","In Journey Home To Mexico Grave, An Industry Rises","For many Mexicans the sojourn to the United States, legal or not, is meant to be temporary.","For many Mexicans the sojourn to the United States, legal or not, is meant to be temporary."," CONWAY, Ark. — Héctor Acevedo was 22, in this country illegally and far from his mother when he died last month in a car accident outside of town just across the Arkansas River. "
2007-06-12,Judges Say U.S. Can’t Hold Man as ‘Combatant’,judges say u.s. can’t hold man as ‘combatant’,A federal appeals court ruled that the president may not declare civilians in this country to be “enemy combatants” and have the military hold them indefinitely.,A federal appeals court ruled that the president may not declare civilians in this country to be “enemy combatants” and have the military hold them indefinitely.,"The federal appeals court in Richmond, Va., ruled yesterday that the president may not declare civilians in this country to be “enemy combatants” and have the military hold them indefinitely. The ruling was a stinging rejection of one of the Bush administration’s central assertions about the scope of executive authority to combat terrorism."
2007-06-15,Palestinian Split Deepens; Government in Chaos,"Palestinian Split Deepens, With Government in Chaos","With Hamas tightening its control of the Gaza Strip amid more bloodshed, the Palestinian territories seemed headed toward a turbulent political divide.","With Hamas tightening its control of the Gaza Strip amid more bloodshed, the Palestinian territories seemed headed toward a turbulent political divide."," JERUSALEM, June 14 — The Palestinian territories seemed headed Thursday to a turbulent political divide. Masked Hamas gunmen took control of the Gaza Strip and the Fatah president dissolved the 3-month-old unity government, declaring a state of emergency and plans for elections. "
2007-06-16,"Facing Sanction, Duke Prosecutor Plans to Resign","facing sanction, duke prosecutor says he’ll resign","At a disciplinary hearing, Michael B. Nifong apologized to three lacrosse players and their families.","At a disciplinary hearing, Michael B. Nifong apologized to three lacrosse players and their families.","RALEIGH, N.C., June 15 —Michael B. Nifong, the Durham County district attorney, announced Friday that he would resign, as he faces disciplinary charges for his handling of a sexual assault prosecution against three former Duke University lacrosse players who were later declared innocent."
2007-06-19,"As More Toys Are Recalled, Trail Ends in China","As More Toys Are Recalled, the Trail Ends in China",China manufactured every one of the 24 kinds of toys recalled for safety reasons in the United States this year.,China manufactured every one of the 24 kinds of toys recalled for safety reasons in the United States this year.,"WASHINGTON, June 18 — China manufactured every one of the 24 kinds of toys recalled for safety reasons in the United States so far this year, including the enormously popular Thomas & Friends wooden train sets, a record that is causing alarm among consumer advocates, parents and regulators."
2007-06-20,"Bloomberg Severs G.O.P. Ties, Fueling Further Talk of ’08 Bid","Bloomberg Severs G.O.P. Ties, Fueling Further Talk of ’08 Bid",The step could clear the way for Mayor Michael R. Bloomberg of New York to make an independent bid for the presidency.,The step could clear the way for Mayor Michael R. Bloomberg of New York to make an independent bid for the presidency.,"LOS ANGELES, June 19 — Mayor Michael R. Bloomberg announced Tuesday that he was dropping his Republican affiliation, a step that could clear the way for him to make an independent bid for the presidency."
2007-06-23,Militants Said to Flee Before U.S. Offensive,"TOP TARGETS FLED BEFORE U.S. PUSH, COMMANDER SAYS",The second-ranking U.S. commander in Iraq said that Qaeda leaders had been alerted to a plan for an American push in Baquba.,The second-ranking U.S. commander in Iraq said that Qaeda leaders had been alerted to a plan for an American push in Baquba.,"BAGHDAD, June 22 — The operational commander of troops battling to drive fighters with Al Qaeda from Baquba said Friday that 80 percent of the top Qaeda leaders in the city fled before the American-led offensive began earlier this week. He compared their flight with the escape of Qaeda leaders from Falluja ahead of an American offensive that recaptured that city in 2004."
2007-06-24,General’s Iraq Progress Report Has Competition,General’s Report On Iraq Progress Has Competition,The Bush administration will seek a range of views beyond the report by the U.S. commander in Iraq.,The Bush administration will seek a range of views beyond the report by the U.S. commander in Iraq.,"WASHINGTON, June 23 — Last month, Congress set a deadline for the American commander in Iraq, declaring that by Sept. 15 he would have to assess progress there before billions more dollars are approved to finance the military effort to stabilize the country. The commander, Gen. David H. Petraeus, said in recent days that his report would be only a snapshot of trends, strongly suggesting he will be asking for more time."
2007-06-27,Chef Sues Over Intellectual Property (the Menu),Chef Sues Over Intellectual Property (the Menu),A lawsuit by the owner of Pearl Oyster Bar in Manhattan may be the most aggressive use of intellectual property concepts by the owner of a small restaurant.,A lawsuit by the owner of Pearl Oyster Bar in Manhattan may be the most aggressive use of intellectual property concepts by the owner of a small restaurant.,"Sometimes, Rebecca Charles wishes she were a little less influential. "
2007-06-28,New Senators Resist Overhaul of Immigration,New Senators Resist Overhaul Of Immigration,Three moderate Democratic freshmen are complicating efforts by President Bush and Senate leaders to pass a proposed immigration measure this week.,Three moderate Democratic freshmen are complicating efforts by President Bush and Senate leaders to pass a proposed immigration measure this week.,"WASHINGTON, June 27 — In narrowly winning her seat last year, Senator Claire McCaskill of Missouri ran hard against what she saw as a flawed approach in Congress to dealing with illegal immigration. Ms. McCaskill, a Democratic newcomer, says she is not about to change her view now. "
2007-07-01,"Life in a Cage: Baby Sleeps, Mom Cooks, Dad Bats","Home in the Cage: Mom Cooks, The Baby Sleeps, and Dad Bats","For three years, Angels outfielder Reggie Willits has chosen to live with his family in an indoor batting cage.","For three years, Angels outfielder Reggie Willits has chosen to live with his family in an indoor batting cage.","ANAHEIM, Calif., June 26 — When Amber Willits is cooking dinner — crack! — or putting the baby to bed — crack! — or trying to get a little sleep herself — crack! — she has to wonder why she ever agreed to live in a batting cage."
2007-07-02,Labels Lack Food’s Origin Despite Law,Labels Lack Food’s Origin Despite Law,Lobbyists and lawmakers have held off on enforcing a law requiring country-of-origin labels on meat and produce.,Lobbyists and lawmakers have held off on enforcing a law requiring country-of-origin labels on meat and produce.,"In every American supermarket, labels tell shoppers where their seafood came from. But there are no such labels for meat, produce or nuts."
2007-07-05,Surge Seen in Applications for Citizenship,Sharp Rise Seen In Applications For Citizenship,New feelings of insecurity in immigrant communities are helping fuel a rise in the number of legal immigrants seeking to become U.S. citizens.,New feelings of insecurity in immigrant communities are helping fuel a rise in the number of legal immigrants seeking to become U.S. citizens.," The number of legal immigrants seeking to become United States citizens is surging, officials say, prompted by imminent increases in fees to process naturalization applications, citizenship drives across the country and new feelings of insecurity among immigrants. "
2007-07-06,"London Bombers Sped to Glasgow, Authorities Say","London bombers sped to Glasgow, Authorities Say","A week after the intended bombings, evidence is emerging that two doctors were the main operatives, if not leaders, of a network of other medical professionals.","A week after the intended bombings, evidence is emerging that two doctors were the main operatives, if not leaders, of a network of other medical professionals.","HOUSTON, Scotland, July 5 — British investigators have concluded that the two men who carried out an attack at Glasgow’s international airport last Saturday had sped there after a failed attempt to bomb a nightclub in central London, a British security official said Thursday."
2007-07-09,New York Plans Surveillance Veil for Downtown,POLICE PLAN WEB OF SURVEILLANCE FOR DOWNTOWN,"The program would include license plate readers and 3,000 security cameras below Canal Street.","The program would include license plate readers and 3,000 security cameras below Canal Street.","By the end of this year, police officials say, more than 100 cameras will have begun monitoring cars moving through Lower Manhattan, the beginning phase of a London-style surveillance system that would be the first in the United States."
2007-07-10,"As War Enters Classrooms, Fear Grips Afghans","As War Enters Classrooms, Fear Grips Afghans",The Taliban and other militant groups in Afghanistan are taking aim at hundreds of public schools.,The Taliban and other militant groups in Afghanistan are taking aim at hundreds of public schools.,"QALAI SAYEDAN, Afghanistan, July 9 — With their teacher absent, 10 students were allowed to leave school early. These were the girls the gunmen saw first, 10 easy targets walking hand-in-hand through the blue metal gate and on to the winding dirt road."
2007-07-13,"A Chinese Reformer Betrays His Cause, and Pays","A Chinese Reformer Betrays His Cause, and Pays",The Chinese regulator who was executed Tuesday was corrupted by the system he sought to change.,The Chinese regulator who was executed Tuesday was corrupted by the system he sought to change.,"BEIJING, July 12  — Zheng Xiaoyu once ranked as one of the most powerful regulators in China. He rose from modest beginnings to help create and lead Beijing’s version of the Food and Drug Administration in the United States."
2007-07-14,Market Forces Cited in Lymphoma Drugs’ Disuse,"2 Lymphoma Drugs Go Unused, And Backers Cite Market Forces",Only about 10 percent of people who are suitable candidates for two drugs received one of them last year.,Only about 10 percent of people who are suitable candidates for two drugs received one of them last year.,The patients’ stories sound nearly impossible.
2007-07-17,Bush to Bolster Abbas and Seek Peace Talks,Bush to Bolster Abbas and Push For Peace Talks,The Bush administration signaled that it will make a major push for peace between Israelis and Palestinians.,The Bush administration signaled that it will make a major push for peace between Israelis and Palestinians.,"WASHINGTON, July 16 — President Bush announced an initiative on Monday to shore up the Palestinian president and to begin building a Palestinian state, signaling that his administration will use its remaining months to make a major push for peace between Israelis and Palestinians."
2007-07-18,Fingers Point as Traffic Plan Runs Aground,Fingers Point As Traffic Plan Runs Aground,State officials say that Mayor Michael R. Bloomberg used a doomed strategy to push for congestion pricing.,State officials say that Mayor Michael R. Bloomberg used a doomed strategy to push for congestion pricing.,"It was supposed to be different this time. Mayor Michael R. Bloomberg and his aides conducted elaborate analyses and an intricate media campaign, not to mention all the detailed strategy sessions with advocates and experts, to develop and promote the mayor’s traffic congestion pricing plan."
2007-07-21,Google Pushes for Rules to Aid Wireless Plans,Google Pushes For Rules to Aid Wireless Plans,"The Internet giant, which may bid for a swath of U.S. airwaves, is lobbying to support a vision that could change how millions of Americans use cellphones.","The Internet giant, which may bid for a swath of U.S. airwaves, is lobbying to support a vision that could change how millions of Americans use cellphones.","If Google succeeds with federal regulators, it could change the way millions of Americans use their cellphones and how they connect to the Internet on their wireless devices. "
2007-07-22,New Leaders Say Pensive French Think Too Much,New Leaders Say Pensive French Think Too Much,"In the country of the Enlightenment, President Nicolas Sarkozy’s government advocates hard work, not musing.","In the country of the Enlightenment, President Nicolas Sarkozy’s government advocates hard work, not musing.","PARIS, July 21 — France is the country that produced the Enlightenment, Descartes’s one-liner, “I think, therefore I am,” and the solemn pontifications of Jean-Paul Sartre and other celebrity philosophers. "
2007-07-25,Top Lender Sees Mortgage Woes for ‘Good’ Risks,TOP LENDER SEES MORTGAGE WOES FOR ‘GOOD’ RISKS,"Countrywide Financial, the nation’s largest mortgage lender, said yesterday that more borrowers with good credit were falling behind on their loans.","Countrywide Financial, the nation’s largest mortgage lender, said yesterday that more borrowers with good credit were falling behind on their loans.","Countrywide Financial, the nation’s largest mortgage lender, said yesterday that more borrowers with good credit were falling behind on their loans and that the housing market might not begin recovering until 2009 because of a decline in house prices that goes beyond anything experienced in decades."
2007-07-26,Find Yourself Packing It On? Blame Friends,Find Yourself Packing It On? Look Around at Your Friends,"Obesity can spread from person to person, much like a virus, researchers report.","Obesity can spread from person to person, much like a virus, researchers report.","Obesity can spread from person to person, much like a virus, researchers are reporting today. When one person gains weight, close friends tend to gain weight, too."
2007-07-28,"As U.S. Rebuilds, Iraq Won’t Act on Finished Work","As U.S. Rebuilds, Iraqi Minister Won’t Take Over Finished Work","Iraq’s national government is refusing to take over thousands of reconstruction projects, a report shows.","Iraq’s national government is refusing to take over thousands of reconstruction projects, a report shows.","Iraq’s national government is refusing to take possession of thousands of American-financed reconstruction projects, forcing the United States either to hand them over to local Iraqis, who often lack the proper training and resources to keep the projects running, or commit new money to an effort that has already consumed billions of taxpayer dollars."
2007-07-29,British Pullback in Iraq Presages Hurdles for U.S.,British Pullback In Iraq Presages Hurdles for U.S.,"Skepticism is widespread in Basra, as in Baghdad, about whether Iraqi forces are ready to take over.","Skepticism is widespread in Basra, as in Baghdad, about whether Iraqi forces are ready to take over.","BASRA, Iraq — As American troop levels are peaking in Baghdad, British force levels are heading in the opposite direction as the troops prepare to withdraw completely from the city center of Basra, 300 miles to the south. "
2007-07-30,Governing Party in Japan Suffers Election Defeat,Governing Party In Japan Suffers Election Defeat,"The opposition party seized control of the upper house, but Prime Minister Shinzo Abe said he would not step down.","The opposition party seized control of the upper house, but Prime Minister Shinzo Abe said he would not step down.","TOKYO, Monday, July 30 — Japan’s governing Liberal Democratic Party suffered a crushing defeat Sunday in the election for the upper house of Parliament, but Prime Minister Shinzo Abe vowed that he would not step down."
2007-08-02,Safety Violations Cited for Deaths in Subway Work,Safety Violations Cited for Deaths In Subway Work,"Flawed safety procedures and lax “organizational culture” led to the deaths of two workers in April, reports found.","Flawed safety procedures and lax “organizational culture” led to the deaths of two workers in April, reports found.","The deaths of two subway workers in April resulted primarily from flawed safety procedures and a lax “organizational culture” in which track workers and supervisors flouted basic safety rules and failed to alert operators of oncoming trains to the presence of workers on the tracks, according to reports released yesterday by New York City Transit. "
2007-08-03,Stunned Victim Turns Hero,Stunned Victim Turns Hero in Busful of Children,A 20-year-old summer program gym coordinator played a key role in saving children in a trapped bus. ,A 20-year-old summer program gym coordinator played a key role in saving children in a trapped bus. ,"MINNEAPOLIS, Aug. 2 — By the time they reached the Interstate 35W bridge, the children on the bus were waterlogged and serene, some still in their bathing suits, ready to go home. It was a rare moment of quiet, and as the bus crossed over the Mississippi River a few of the counselors, barely out of adolescence themselves, had dropped off to sleep in their seats."
2007-08-06,Shooting of 4 College Friends Baffles Newark,"Shooting of 4, College Friends, Baffles Newark",The authorities were struggling to explain why three young friends were lined up and shot dead Saturday.,The authorities were struggling to explain why three young friends were lined up and shot dead Saturday.,"NEWARK, Aug. 5 — The authorities were struggling to explain one of Newark’s most chilling slaughters in recent memory after three young friends were lined up against a schoolyard wall and shot dead late Saturday. A fourth person survived a gunshot."
2007-08-07,Tougher Rules Change Game for Lobbyists,Tougher Rules Change Game For Lobbyists,Far-reaching ethics and lobbying rules passed by Congress have sent a ripple of fear through K Street.,Far-reaching ethics and lobbying rules passed by Congress have sent a ripple of fear through K Street.,"WASHINGTON, Aug. 6 — H. Stewart Van Scoyoc, founder of one of the biggest lobbying firms in Washington, spent an anxious morning with his lawyer last week assessing the far-reaching ethics and lobbying rules Congress had passed the day before. "
2007-08-10,Product Packages Now Shout to Get Your Attention,Product Packages Now Shout To Grab Your Fickle Attention,Consumer goods companies are using their products’ packages as 3-D ads to grab shoppers’ fickle attention.,Consumer goods companies are using their products’ packages as 3-D ads to grab shoppers’ fickle attention.,"In the last 100 years, Pepsi had changed the look of its can, and before that its bottles, only 10 times. This year alone, the soft-drink maker will switch designs every few weeks. "
2007-08-11,Armstrong Team Falls With Cycling’s Image,Armstrong’s Team Goes Down With Cycling’s Sinking Image,The crisis over doping has turned even Lance Armstrong into a pessimist about cycling’s short-term future.,The crisis over doping has turned even Lance Armstrong into a pessimist about cycling’s short-term future.,"The cycling team of Lance Armstrong and of this year’s Tour de France winner is disbanding for lack of a sponsor, the latest evidence that the sport is collapsing under the weight of persistent doping problems."
2007-08-13,"Importing Chiefs, Detroit Reflects on Its ‘Car Guys’","As Detroit Imports Executives, A City Reflects on Its ‘Car Guys’","As a former Home Depot chief heads Chrysler, Detroit has completed a new-model changeover of the executive suite.","As a former Home Depot chief heads Chrysler, Detroit has completed a new-model changeover of the executive suite.","DETROIT, Aug. 12 — Where have all the car guys gone?"
2007-08-14,A Grass-Roots Effort to Grow Old at Home,A Grass-Roots Effort to Grow Old at Home,Groups want to make neighborhoods comfortable places for elderly people not interested in assisted living.,Groups want to make neighborhoods comfortable places for elderly people not interested in assisted living.,"WASHINGTON — On a bluff overlooking the Potomac River, George and Anne Allen, both 82, struggle to remain in their beloved three-story house and neighborhood, despite the frailty, danger and isolation of old age. "
2007-08-15,"New York to Get U.S. Traffic Aid, but With Catch","New York to Get U.S. Traffic Aid, But With Catch",The federal government’s package for traffic reduction doesn’t pay for congestion pricing in Manhattan.,The federal government’s package for traffic reduction doesn’t pay for congestion pricing in Manhattan.,"The federal government said on Tuesday that it would provide $354 million for Mayor Michael R. Bloomberg’s broad plan to reduce traffic, but left it to the city to come up with more than $200 million needed for the most controversial part of the plan: a system to charge people who drive into Manhattan."
2007-08-17,"With Markets Moving Wildly, Insight Suffers","With Markets Moving Wildly, Insight Suffers","Why is the credit panic of 2007 being played out in slow motion? Information may arrive instantly, but insight takes longer.","Why is the credit panic of 2007 being played out in slow motion? Information may arrive instantly, but insight takes longer.",Twenty-first-century financial markets react with lightning speed to events halfway around the world. Investors in China can immediately see what happened in New York and make trades in London based on the news.
2007-08-18,Utah Mine Rescuers Halt Search After 3 Deaths,Grim Mine Rescuers Halt Search After 3 Deaths,A sense of doleful finality has settled over the quivering mountain that swallowed six miners 11 days ago.,A sense of doleful finality has settled over the quivering mountain that swallowed six miners 11 days ago.,"HUNTINGTON, Utah, Aug. 17 — A sense of doleful finality settled on Friday over the quivering mountain here that swallowed six coal miners 11 days ago. "
2007-08-19,Falluja’s Calm Is Seen as Fragile if U.S. Leaves,Falluja’s Calm Is Seen at Risk If U.S. Leaves,"Western Iraq’s improved security, often cited as a success story, could be undermined as the Marines withdraw.","Western Iraq’s improved security, often cited as a success story, could be undermined as the Marines withdraw.","FALLUJA, Iraq — Falluja’s police chief, Col. Faisal Ismail Hussein, waved aloft a picture of a severed head in a bucket as a reminder of the brutality of the fundamentalist Sunni militias that once controlled this city. But he also described an uncertain future without “my only supporters,” the United States Marine Corps."
2007-08-22,Bid to Reopen Mine Divides Grieving Utah Town,Bid to Reopen Mine Divides Grieving Town,Officials said the mine where six workers were trapped could resume operating with a new name.,Officials said the mine where six workers were trapped could resume operating with a new name.,"HUNTINGTON, Utah, Aug. 21 — As relatives on Tuesday laid to rest one of three men killed here trying to rescue six trapped miners, this grieving mining town was torn over the future of the mine and the prospect of the lost miners’ being entombed permanently."
2007-08-23,Rule to Expand Mountaintop Coal Mining,Rule to Expand Mountaintop Coal Mining,The Bush administration is set to issue a regulation to enshrine a method of blasting off the tops of mountains.,The Bush administration is set to issue a regulation to enshrine a method of blasting off the tops of mountains.,"WASHINGTON, Aug. 22 — The Bush administration is set to issue a regulation on Friday that would enshrine the coal mining practice of mountaintop removal. The technique involves blasting off the tops of mountains and dumping the rubble into valleys and streams."
2007-08-25,Chinese Seek to Buy a U.S. Maker of Disk Drives,Chinese Seek A U.S. Maker Of Disk Drives,The overture for Seagate Technology has raised concerns among American officials about risks to national security.,The overture for Seagate Technology has raised concerns among American officials about risks to national security.,"SAN FRANCISCO, Aug. 24 — A Chinese technology company has expressed interest in buying a maker of computer disk drives in the United States, raising concerns among American government officials about the risks to national security in transferring high technology to China."
2007-08-26,Drop Foreseen in Median Price of U.S. Homes,DROP FORESEEN IN MEDIAN PRICE OF HOMES IN U.S.,Many government officials and housing-industry executives had said that a nationwide decline would never happen.,Many government officials and housing-industry executives had said that a nationwide decline would never happen.,The median price of American homes is expected to fall this year for the first time since federal housing agencies began keeping statistics in 1950. 
2007-08-27,"Past 50, and Still Running Into the Flames","Past 50, and Still Running Into the Flames","Robert Beddia, who died at the Deutsche Bank skyscraper, was one of 502 firefighters over 50 on a force of 9,090.","Robert Beddia, who died at the Deutsche Bank skyscraper, was one of 502 firefighters over 50 on a force of 9,090.","There was a two-digit footnote to tragedy tucked behind the name of a fallen firefighter, Robert Beddia, who died Aug. 18 in the blaze at the Deutsche Bank skyscraper at ground zero. It was his age. "
2007-08-30,"Pakistani Leader to Exit Army Job, His Rival Reports","PAKISTANI LEADER TO EXIT ARMY JOB, HIS RIVAL REPORTS",Gen. Pervez Musharraf would resign as army chief and serve another term as president and former Prime Minister Benazir Bhutto would return to Pakistan.,Gen. Pervez Musharraf would resign as army chief and serve another term as president and former Prime Minister Benazir Bhutto would return to Pakistan.,"ISLAMABAD, Pakistan, Aug. 29 — The exiled former prime minister Benazir Bhutto said Wednesday that Pakistan’s president, Gen. Pervez Musharraf, had agreed to resign as army chief as part of a nearly completed deal that would allow him to serve another term as president if he is re-elected and allow her to return to Pakistan to run for prime minister."
2007-08-31,"At I.B.M., a Vacation Anytime, or Maybe None","At I.B.M., a Vacation Anytime, Or Maybe No Vacation at All",I.B.M. is probably the largest company to do away with tracking vacation.,I.B.M. is probably the largest company to do away with tracking vacation.,"SOMERS, N.Y. — It’s every worker’s dream: take as much vacation time as you want, on short notice, and don’t worry about your boss calling you on it. Cut out early, make it a long weekend, string two weeks together — as you like. No need to call in sick on a Friday so you can disappear for a fishing trip. Just go; nobody’s keeping track."
2007-09-03,"A Football Goliath Faced a Proud, Talented David","A Football Goliath, Michigan Faced a Proud, Talented David",Appalachian State’s stunning upset of Michigan was not as great a shock to those who have followed the I-AA team.,Appalachian State’s stunning upset of Michigan was not as great a shock to those who have followed the I-AA team.,"BOONE, N.C., Sept. 2 — There used to be a running joke in North Carolina that the best college football team in the state could not be found at any of those esteemed campuses with basketball traditions in Chapel Hill, Durham or Raleigh. You had to go to a small resort town in the Blue Ridge Mountains named after Daniel Boone to find North Carolina’s top program."
2007-09-04,"Bush, in Iraq, Says Troop Reduction Is Possible","Bush, in Iraq, Says Troop Reduction Is Possible",President Bush pre-empted pressure for a withdrawal by hailing what he called successes and contending that only a stable Iraq would allow a U.S. pullback.,President Bush pre-empted pressure for a withdrawal by hailing what he called successes and contending that only a stable Iraq would allow a U.S. pullback.,"AL ASAD AIR BASE, Iraq, Sept. 3 — President Bush made a surprise eight-hour visit to Iraq on Monday, emphasizing security gains, sectarian reconciliation and the possibility of a troop withdrawal, thus embracing and pre-empting this month’s crucial Congressional hearings on his Iraq strategy. "
2007-09-06,"Despite DNA Test, a Case Is Retried","Despite DNA Result, Prosecutor Retries a ’92 Rape-Murder Case",Prosecutors in Mississippi have sought a new capital murder trial after DNA evidence overturned a conviction.,Prosecutors in Mississippi have sought a new capital murder trial after DNA evidence overturned a conviction.,"MACON, Miss., Aug. 31 — The scene in the tiny Noxubee County jail on a rainy afternoon has become almost commonplace. Kennedy Brewer, sentenced to death and locked up for 15 years for the rape and murder of a 3-year-old, was released on the strength of a DNA test showing that the semen in the rape kit was not his."
2007-09-07,Accuracy of 9/11 Health Reports Is Questioned,"CONDITION UNCERTAIN
One Small Clinic | Accuracy of 9/11 Health Reports Is Questioned",A small clinic that handled the cases of thousands of 9/11 recovery and cleanup workers is coming under scrutiny.,A small clinic that handled the cases of thousands of 9/11 recovery and cleanup workers is coming under scrutiny.,Much of what is known about the health problems of ground zero workers comes from a small clinic in Manhattan that at the time of the trade center collapse had only six full-time doctors and a tiny budget.
2007-09-08,Romney’s Tone on Gay Rights Is Seen as Shift,Romney’s Tone On Gay Rights Is Seen as Shift,The presidential candidate bristles when he is accused of shifting his views since his 2002 campaign for governor of Massachusetts.,The presidential candidate bristles when he is accused of shifting his views since his 2002 campaign for governor of Massachusetts.,"Mitt Romney seemed comfortable as a group of gay Republicans quizzed him over breakfast one morning in 2002. Running for governor of Massachusetts, he was at a gay bar in Boston to court members of Log Cabin Republicans. "
2007-09-10,"Still Married, With Children, but in Russian","Still Married, With Children, But Trading Insults in Russian","Despite the Kremlin’s drumbeat of anti-Americanism, Russians have embraced imports of American sitcoms.","Despite the Kremlin’s drumbeat of anti-Americanism, Russians have embraced imports of American sitcoms.","MOSCOW, Sept. 9 — Turn on the sitcom that is the hottest television show in Russia, and it all seems so familiar. Moored to his living room couch is a shoe salesman who is more interested in watching sports than conjugal relations. His wife has shocking hair and an even more shocking mouth. A couple of ne’er-do-well teenagers round out this bawdy, bickering bunch."
2007-09-11,Petraeus Warns Against Quick Pullback in Iraq,Petraeus Warns Against Quick Pullback in Iraq,Gen. David H. Petraeus said that by next summer the U.S. should be able to reduce its troop strength in Iraq to the level it was at before the recent increase.,Gen. David H. Petraeus said that by next summer the U.S. should be able to reduce its troop strength in Iraq to the level it was at before the recent increase.,"WASHINGTON, Sept. 10 — Gen. David H. Petraeus, the senior American commander in Iraq, warned in stark terms against the kind of rapid pullback favored by the Democratic majorities in the House and Senate, in a day of testimony on Monday that drove home the continuing inability of the Democrats to force a change in strategy in Iraq."
2007-09-12,Bush Nearing Choice to Lead Justice Dept.,BUSH IS NEARING A CHOICE TO LEAD THE JUSTICE DEPT.,"Former Solicitor General Theodore B. Olson, seen as a staunch partisan, is considered a top candidate.","Former Solicitor General Theodore B. Olson, seen as a staunch partisan, is considered a top candidate.","WASHINGTON, Sept. 11 — The White House is closing in on a nominee to replace Attorney General Alberto R. Gonzales, with former Solicitor General Theodore B. Olson considered one of the leading candidates, administration and Congressional officials said Tuesday."
2007-09-15,Former Fed Chief Attacks Bush on Fiscal Role,Fed’s Ex-Chief Attacks Bush On Fiscal Role,"In his memoir, Alan Greenspan is critical of Republicans for abandoning their principles on spending and deficits.","In his memoir, Alan Greenspan is critical of Republicans for abandoning their principles on spending and deficits.","WASHINGTON, Sept. 14 — Alan Greenspan, who was chairman of the Federal Reserve for nearly two decades, in a long-awaited memoir, is harshly critical of President Bush, Vice President Dick Cheney and the Republican-controlled Congress, as abandoning their party’s principles on spending and deficits."
2007-09-16,"In Turnaround, Industries Seek U.S. Regulations","In Turnaround, Industries Seek U.S. Regulations","Trying to fend off lawsuits, foreign competition and state rules, some big industries are pushing for new federal regulations.","Trying to fend off lawsuits, foreign competition and state rules, some big industries are pushing for new federal regulations.","WASHINGTON, Sept. 15 — After years of favoring the hands-off doctrine of the Bush administration, some of the nation’s biggest industries are pushing for something they have long resisted: new federal regulations."
