date,headline,print_headline,abstract,snippet,lead_paragraph
2002-07-06,Free Prozac in the Junk Mail Draws a Lawsuit,Free Prozac in the Junk Mail Draws a Lawsuit,"Lawyers for unidentified Florida woman file class-action suit against Walgreens, Holy Cross Hospital, Dr Lise Lambert and two other doctors and Eli Lilly, maker of Prozac, after woman receives unsolicited free month's supply of Prozac Weekly from Walgreens drugstore near Fort Lauderdale; suit charges plaintiffs misused patients' medical records and invaded their privacy; accuses drugstore and Lilly of unauthorized medical practice; legal experts say sending drugs through mail could be criminal if recipient does not have prescription; photo (M)","Lawyers for unidentified Florida woman file class-action suit against Walgreens, Holy Cross Hospital, Dr Lise Lambert and two other doctors and Eli Lilly, maker of Prozac, after woman receives unsolicited free month's supply of Prozac Weekly from ...","The unsolicited Prozac arrived in a hand-addressed manila envelope. It came from a Walgreens drugstore not far from here, and there was a ''Dear Patient'' form letter inside."
2002-07-07,Afghan Official Is Assassinated; Blow to Karzai,Afghan Official Is Assassinated; Blow to Karzai,"Hajji Abdul Qadir, Afghan vice president, is assassinated in Kabul, and stability of Hamid Karzai's American-backed government is thrown into question; Qadir and his driver are shot outside his office by gunmen lurking nearby; gunmen escape and police, suspecting conspiracy, detain Qadir's entourage of bodyguards and seal off Kabul's main streets; Qadir, longtime warlord from eastern Afghanistan, was pivotal figure in government, largely because he was one of few Pashtuns to join Karzai in effort to unite country's major ethnic groups; government is dominated by minority Tajiks; photos (M)","Hajji Abdul Qadir, Afghan vice president, is assassinated in Kabul, and stability of Hamid Karzai's American-backed government is thrown into question; Qadir and his driver are shot outside his office by gunmen lurking nearby; gunmen escape and po...","A senior member of Afghanistan's government was assassinated by gunmen lurking outside his office in Kabul today, prompting confusion in the capital with the latest political attack on the American-backed government."
2002-07-08,PARTIES JOUSTING OVER WRONGDOING BY U.S. BUSINESSES,PARTIES JOUSTING OVER WRONGDOING BY U.S. BUSINESSES,"Republican and Democratic parties open critical week of jousting over how to respond to corporate wrongdoing, with Democrats seeking to exploit Pres Bush's perceived vulnerability on issue and business executives pressing for action to restore confidence in financial markets; Pres Bush will address issue in upcoming speech in New York City on July 9; is on defensive from questions about his role in stock sale dozen years ago and criticism of administration for failing to act aggressively enough against fraud and mismanagement; is weighing variety of options, including stepping up enforcement actions by Securities and Exchange Commission and Justice Department and making it easier to jail executives for corporate fraud; moves would bring administration's position more in line with Democrats as Senate turns attention to legislation that would tighten oversight of auditors; bill has gained bipartisan support in recent weeks and Democrats are seeking to press advantage by adding amendment that would make it easier for prosecutors to pursue corporate fraud cases; corporate wrongdoing has increasingly preoccupied White House; not only has crisis in investor confidence had bearing on economy's ability to lift itself from doldrums, but Bush has come under intensified scrutiny for his response to scandals as well as for his own business ethics (M) while director of Texas oil company in late 1980's and early 1990's; Democrats are again emphasizing corporate backgrounds of top administration officials and their links to companies like Enron Corp (M)","Republican and Democratic parties open critical week of jousting over how to respond to corporate wrongdoing, with Democrats seeking to exploit Pres Bush's perceived vulnerability on issue and business executives pressing for action to restore con...","The two political parties opened a critical week of jousting today over how to respond to corporate wrongdoing, with Democrats seeking to exploit what they see as President Bush's vulnerability on the issue and business executives pressing for action to restore confidence in the financial markets."
2002-07-09,Career Profiles of 9/11 Dead Arouse Anxiety,Career Profiles of 9/11 Dead Arouse Anxiety,"Stark career profiles of victims of September 11 terrorist attack on World Trade Center being prepared by companies with biggest losses to help in determining compensation are arousing anxiety among fragile population of survivors; may not match expectations of those left behind, who may have mistaken idea of how loved ones ranked in jobs and what their prospects were; reports from Marsh & McLennan, Cantor Fitzgerald, Keefe Bryuette & Woods, Carr Futures and others discussed; photo (M)",Stark career profiles of victims of September 11 terrorist attack on World Trade Center being prepared by companies with biggest losses to help in determining compensation are arousing anxiety among fragile population of survivors; may not match e...,"Among the families, it is called, quite simply, the Book. Prepared by the staff of Cantor Fitzgerald, and meant to arm families of Sept. 11 victims in their fight for federal compensation awards, the Book is a detailed accounting of the performances and prospects of the firm and its 658 lost employees."
2002-07-10,Hormone Replacement Study A Shock to the Medical System,Hormone Replacement Study A Shock to the Medical System,"Announcement that hormone replacement regimen taken by six million American women for menopausal symptoms does more harm than good gets shocked reception from doctors and patients across country; National Institutes of Health tells many of 16,000 women in study to stop taking estrogen-progestin combination because rigorous study has found small increases in breast cancer, heart attacks, strokes and blood clots, outweighing small decrease in hip fractures and colorectal cancer; Dr Deborah Bublitz says she may have taken last pill, while others worry about effects of suddenly stopping treatment that medical authorities have until recently advised most women to take for years, even for life; Dr Wulf Utian of North American Menopause Society discusses 'bombshell'; photos; powerful scientific counterattack under Women's Health Initiative offsets studies of less scientific rigor, marketing campaigns by drug companies and eagerness of doctors and patients; new study involved hundreds of healthy women and had control group, unlike earlier observational studies which had drawback that women who took hormones are often healthier; long tale of estrogen therapy, which has made Wyeth's Premarin fifth leading prescription drug in US, recounted; chronology (M)","Announcement that hormone replacement regimen taken by six million American women for menopausal symptoms does more harm than good gets shocked reception from doctors and patients across country; National Institutes of Health tells many of 16,000 ...",The announcement yesterday that a hormone replacement regimen taken by six million American women did more harm than good was met with puzzlement and disbelief by women and their doctors across the country.
2002-07-11,Arthritis Surgery In Ailing Knees Is Cited as Sham,Arthritis Surgery In Ailing Knees Is Cited as Sham,"Arthroscopic surgery is no more helpful than sham surgery for osteoarthritic knees in test conducted by Houston Veterans Affairs Medical Center and Baylor College of Medicine; researchers say improvements reported by patients who had real operation and those who had placebo operation were just wishful thinking in both cases; operation is done on at least 225,000 middle-age and older Americans each year at cost of more than a billion dollars; orthopedists interviewed about study say they have wondered for some time about effectiveness of operation; editorials in New England Journal of Medicine, where study was reported, say it met ethical criteria for placebo surgery; drawing (M)",Arthroscopic surgery is no more helpful than sham surgery for osteoarthritic knees in test conducted by Houston Veterans Affairs Medical Center and Baylor College of Medicine; researchers say improvements reported by patients who had real operatio...,"A popular operation for arthritis of the knee worked no better than a sham procedure in which patients were sedated while surgeons pretended to operate, researchers are reporting today."
2002-07-12,Role of Bishops Is Now a Focus Of Grand Juries,Role of Bishops Is Now a Focus Of Grand Juries,"Prosecutors across nation have taken investigations of clerical sexual abuse before more than dozen grand juries in recent weeks, stepping up their inquiries into whether Roman Catholic bishops endangered children by ignoring the crimes; are using grand juries to obtain subpoenas for records from Catholic dioceses and to compel testimony of bishops and priests; some Catholic legal scholars say prosecutors are merely responding to public pressure for action or seeing opportunity to grandstand; prosecutors defend effort as way to penetrate secrecy with which church has shrouded its abusive priests; latest escalation is in Cincinnati, where prosecutors have convened special grand jury whose only responsibility will be to search for crimes in the church, with no limit on its tenure (M)","Prosecutors across nation have taken investigations of clerical sexual abuse before more than dozen grand juries in recent weeks, stepping up their inquiries into whether Roman Catholic bishops endangered children by ignoring the crimes; are using...","Prosecutors across the nation have taken investigations of clerical sexual abuse before more than a dozen grand juries in recent weeks, stepping up their inquiries into whether Roman Catholic bishops endangered children by ignoring the crimes, prosecutors and church officials said."
2002-07-13,"In Ecuador's Banana Fields, Child Labor Is Key to Profits","In Ecuador's Banana Fields, Child Labor Is Key to Profits","Children and adults, in interviews, discuss child labor at Los Alamos banana plantation near Puerto Inca, Ecuador; plantation, which employs some 1,300 workers, is owned by Alvaro Noboa, country's richest man and leading presidential candidate; growers and exporters in Ecuador, which supplies 25 percent of bananas exported to US, say product earns them about 30 percent less than decade ago, often prompting to turn blind eye to labor codes; photos; map and chart of child labor in Latin America; photos (M)","Children and adults, in interviews, discuss child labor at Los Alamos banana plantation near Puerto Inca, Ecuador; plantation, which employs some 1,300 workers, is owned by Alvaro Noboa, country's richest man and leading presidential candidate; gr...","At Los Álamos plantation, it would appear that no expense was spared to produce the Bonita brand Cavendish bananas sold in the United States."
2002-07-14,"At Morgue, Ceaselessly Sifting 9/11 Traces","At Morgue, Ceaselessly Sifting 9/11 Traces","New York City Medical Examiner Charles S Hirsch faces historic challenge of trying to identify nearly 20,000 body parts recovered from Sept 11 terrorist attack on World Trade Center; human remains recovered at disaster site and landfill are brought to medical examiner's building and examined by succession of experts--pathologist, forensic dentist, fingerprint analyst, DNA specialist--all in search of something distinguishable; remains of 1,229 of estimated 2,823 victims, nearly 44 percent, have been identified through laboratory analyses, computer wizardry and old-fashioned detection; photos (L)","New York City Medical Examiner Charles S Hirsch faces historic challenge of trying to identify nearly 20,000 body parts recovered from Sept 11 terrorist attack on World Trade Center; human remains recovered at disaster site and landfill are brough...","Outside the chalk-white tent, the whistle of traffic along the Franklin D. Roosevelt Drive signals the forward movement of a city. But inside, 16 refrigerated trailers hum in a ceaseless chorus, giving voice to the dead whose remains are contained in their hold."
2002-07-15,"In New Orleans, Sweatiness Is All a Matter of Civic Pride","In New Orleans, Sweatiness Is All a Matter of Civic Pride","Residents of New Orleans are offended by results of study by makers of Old Spice deodorant which ranked city as only third-sweatiest in country, behind San Antonio and Dallas-Fort Worth; regard sweatiness with sense of civic pride; say it is hardship they cannot overcome, only live with in metropolis surrounded by swamp and water and which simmers in 90-degree-plus daily temperatures in summer months; photo (M)","Residents of New Orleans are offended by results of study by makers of Old Spice deodorant which ranked city as only third-sweatiest in country, behind San Antonio and Dallas-Fort Worth; regard sweatiness with sense of civic pride; say it is hards...","In his 80 years in New Orleans, Lorenzo Butler has learned the things he can affect, and the things he cannot."
2002-07-16,An Icelandic Battle of Wildlife Versus Voltage,An Icelandic Battle of Wildlife Versus Voltage,"Focus on controversy surrounding Karahnjukar Hydropower Project planned by Iceland's government to dam glacial river flows in large tract of wilderness and produce hydroelectric power for aluminium smelter planned by Alcoa; smelter will rest on country's wind-swept eastern fjords, with view to creating 2,000 construction jobs and 600 to 1,000 permanent ones in region Icelanders are deserting in droves; outraged environmentalists say country is selling its wild birthright, damaging its eco-tourist image and risking credit rating to benefit $23 billion American conglomerate and to win mere handful of jobs; backers of project say country has profitably taken big risks to attract smelters twice before, that it must keep its rural areas populated and that it will still be able to establish stunning national park, as environmentalists desire; photos; maps (M)",Focus on controversy surrounding Karahnjukar Hydropower Project planned by Iceland's government to dam glacial river flows in large tract of wilderness and produce hydroelectric power for aluminium smelter planned by Alcoa; smelter will rest on co...,"This is Europe's second-largest wilderness, a high plateau of lakes and virgin rivers, jagged canyons and snowy former volcanoes linked by swards of treeless tundra inhabited by thousands of reindeer and geese."
2002-07-17,Guilty Verdict In Perjury Count In Louima Case,Guilty Verdict In Perjury Count In Louima Case,"Former police officer Charles Schwarz is convicted of perjury in denying he led Abner Louima to bathroom in Brooklyn station house where he was assaulted by officer Justin Volpe, but jury deadlocks on second perjury charge and two civil rights charges; partial verdict in federal case assures that bitterly fought case will continue, with prosecutors saying they will bring Schwarz back to court; photos; two previous convictions were overturned; jurors are unable to decide whether Schwarz lied about being present in bathroom; Schwarz again declares innocence and vows to continue fight (M)","Former police officer Charles Schwarz is convicted of perjury in denying he led Abner Louima to bathroom in Brooklyn station house where he was assaulted by officer Justin Volpe, but jury deadlocks on second perjury charge and two civil rights cha...","Charles Schwarz, the former police officer convicted twice before in the assault of Abner Louima five years ago, was convicted of perjury yesterday, but the jury deadlocked on three other charges."
2002-07-18,Lawsuit Says Salomon Gave Special Deals to Rich Clients,Lawsuit Says Salomon Gave Special Deals to Rich Clients,"During the market boom, a handful of top executives at telecommunications companies received big allotments of hot new stocks from Salomon Smith Barney, according to a former broker who has filed a lawsuit accusing the firm of unfair business practices. Jack B. Grubman, the firm's star analyst covering these businesses, played a central role in deciding which executives got how many shares, the broker said in an interview this week.    All the executives ran companies that were investment banking clients of Salomon. The executives named in the lawsuit include Bernard J. Ebbers, former chief executive of Worldcom; Joseph P. Nacchio, former chief executive of Qwest Communications International; James Q. Crowe, chief executive of Level 3 Communications; Clark E. McLeod, former chief executive of McLeodUSA, and Stephen A. Garofalo, chairman of Metromedia Fiber Network.   ",,"During the market boom, a handful of top executives at telecommunications companies received big allotments of hot new stocks from Salomon Smith Barney, according to a former broker who has filed a lawsuit accusing the firm of unfair business practices. Jack B. Grubman, the firm's star analyst covering these businesses, played a central role in deciding which executives got how many shares, the broker said in an interview this week."
2002-07-19,HOUSE LEADERSHIP BOWS TO PRESIDENT ON SECURITY DEPT.,TRACES OF TERROR: THE REORGANIZATION PLAN; HOUSE LEADERSHIP BOWS TO PRESIDENT ON SECURITY DEPT.,"House Republican leaders say they plan to give Bush administration almost all of what it wants in new Homeland Security Dept, proposing to restore to dept most of agencies that committees had threatened to remove; agreement on draft of homeland security bill comes at same time as joint conference committee agrees to emergency $28.9 billion spending bill for war in Afghanistan, new domestic security needs and assistance for New York City (M)","House Republican leaders say they plan to give Bush administration almost all of what it wants in new Homeland Security Dept, proposing to restore to dept most of agencies that committees had threatened to remove; agreement on draft of homeland se...","The Republican leaders of the House said today that they planned to give the Bush administration almost all of what it wanted in a new Department of Homeland Security, proposing to restore to the department most of the agencies that committees had voted to remove."
2002-07-20,Man Arrested in California Case Of Child's Abduction and Killing,Man Arrested in California Case Of Child's Abduction and Killing,"Police in Stanton, Calif, arrest Alejandro Avila, 27, on suspicion of kidnap, sexual assault and murder of 5-year-old Samantha Runnion; photos; map; Orange County Sheriff Michael Carona, noting thousands of tips, praises public and news media for their help; Avila, line supervisor at medical equipment plant, was acquitted of molesting two 9-year-old girls two years ago; former girlfriend, Beth Veglahn, says he may have gone to apartment complex in Stanton to take her daughter, one of those two girls (M)","Police in Stanton, Calif, arrest Alejandro Avila, 27, on suspicion of kidnap, sexual assault and murder of 5-year-old Samantha Runnion; photos; map; Orange County Sheriff Michael Carona, noting thousands of tips, praises public and news media for ...","A man who was acquitted of molesting two girls two years ago was arrested today in connection with the abduction and killing of Samantha Runnion, the 5-year-old girl whose abused body was left in a gruesome pose in the hills southeast of this suburban city."
2002-07-21,Flaws in U.S. Air War Left Hundreds of Civilians Dead,Flaws in U.S. Air War Left Hundreds of Civilians Dead,"American air campaign in Afghanistan, based on use of high-tech weaponry, has produced pattern of mistakes that killed hundreds of Afghan civilians; on-site reviews of 11 locations where air strikes killed as many as 400 civilians suggest American commanders sometimes relied on mistaken information from local Afghans; suggest preference for air strikes instead of riskier ground operations eliminated way of checking accuracy of intelligence; indicate Pentagon's use of overwhelming force meant that even when truly military targets were located, civilians were sometimes killed; map; photos (M)","American air campaign in Afghanistan, based on use of high-tech weaponry, has produced pattern of mistakes that killed hundreds of Afghan civilians; on-site reviews of 11 locations where air strikes killed as many as 400 civilians suggest American...","The American air campaign in Afghanistan, based on a high-tech, out-of-harm's-way strategy, has produced a pattern of mistakes that have killed hundreds of Afghan civilians."
2002-07-22,Con Edison Braces For Hot Workday After Fire at Plant,Con Edison Braces For Hot Workday After Fire at Plant,New York City officials urge electricity customers across large section of Lower Manhattan to use power sparingly at start of work week to prevent blackouts in wake of major explosion and fire at Consolideted Edison's East River Generating Station; temperatures expected to be in 90's with high humidity; officials blame fire on short circuit; say its cause is under investigation; photos (M),New York City officials urge electricity customers across large section of Lower Manhattan to use power sparingly at start of work week to prevent blackouts in wake of major explosion and fire at Consolideted Edison's East River Generating Station...,New York City officials are urging Con Ed customers across a large section of Lower Manhattan to use electricity sparingly today in an effort to prevent a power failure in the wake of Saturday's major explosion and fire at an electrical transformer on the East River.
2002-07-23,A HAMAS CHIEFTAIN DIES WHEN ISRAELIS ATTACK HIS HOME,A HAMAS CHIEFTAIN DIES WHEN ISRAELIS ATTACK HIS HOME,"Sheik Salah Shehada, top leader of violent Hamas Islamic terrorist group, dies in nighttime attack by Israeli warplane on Gaza City home; at least 10 others die and more than 100 are wounded; Hamas vows retaliation; Israeli officials say Shehada's influence reached from Gaza Strip into West Bank and extended even abroad; hold him responsible for masterminding hundreds of attacks in Gaza; say he led effort to improve Hamas arsenal, including development of new, short-range rockets; say they repeatedly requested that Yasir Arafat arrest him, but with no result; Palestinian Authority condemns attack; calls for return to peace negotiations, Israeli withdrawal from Palestinian-controlled territory and halt to military action; photos (M)","Sheik Salah Shehada, top leader of violent Hamas Islamic terrorist group, dies in nighttime attack by Israeli warplane on Gaza City home; at least 10 others die and more than 100 are wounded; Hamas vows retaliation; Israeli officials say Shehada's...","An Israeli warplane fired a missile early this morning into the Gaza City home of a top leader of the violent group Hamas, killing at least 11 people, including several children, Hamas and hospital officials in Gaza said. Officials said more than 100 people were wounded in the attack."
2002-07-24,BUSH DENOUNCES ISRAELI AIRSTRIKE AS 'HEAVY HANDED',BUSH DENOUNCES ISRAELI AIRSTRIKE AS 'HEAVY HANDED',"Pres Bush condemns as 'heavy handed' Israeli bombing attack that killed Hamas leader Sheik Salah Shehada and 14 civilians in Gaza; administration says that Israelis knew apartment building hit with one-ton bomb was filled with ordinary Palestinians, including children; Shehada founded military wing of Hamas and was blamed for string of deadly suicide attacks, but scale of damage and televised scenes of infant's body being carried through streets prompt Bush to issue condemnation; photo; Israel says it had no choice and regrets civilian deaths, but military officials, reacting to international criticism, say they did not anticipate extent of collateral damage; top Israeli military envoys met in Washington with Sec Colin Powell and security adviser Condoleezza Rice hours before attack but gave no warning and may not have known (M)",Pres Bush condemns as 'heavy handed' Israeli bombing attack that killed Hamas leader Sheik Salah Shehada and 14 civilians in Gaza; administration says that Israelis knew apartment building hit with one-ton bomb was filled with ordinary Palestinian...,"The Bush administration today condemned as ''heavy handed'' the Israeli bombing attack that killed a Hamas leader in Gaza City and 14 civilians, saying that the government of Prime Minister Ariel Sharon was aware that the apartment building struck was filled with ordinary Palestinians, including children."
2002-07-25,AOL Accounts Under Scrutiny From the S.E.C.,AOL Accounts Under Scrutiny From the S.E.C.,"AOL Time Warner discloses that Securities and Exchange Commission has begun investigation into accounting at its America Online division; says probe was started in response to two articles in Washington Post that suggested AOL might have inflated its revenue over two-year period ending in Mar; AOL Time Warner chief executive Richard D Parsons says he remains confident in company's accounting and reporting, noting that its outside auditors, Ernst & Young, certified its books twice; Parsons is in struggle to cast off investor disappointment with merger that created company; combined company's shares have fallen more than 75 percent since merger in Jan 2001; question of how fully America Online disclosed its financial prospects before merger is of increasingly keen interest to shareholders of Time Warner as it becomes clear what terrible deal they got out of merger (M)",AOL Time Warner discloses that Securities and Exchange Commission has begun investigation into accounting at its America Online division; says probe was started in response to two articles in Washington Post that suggested AOL might have inflated ...,AOL Time Warner disclosed yesterday that the Securities and Exchange Commission had begun an investigation into the accounting at its America Online division.
2002-07-26,"Wall Bursts and Water Pours In, Trapping 9 Miners 240 Feet Down","Wall Bursts and Water Pours In, Trapping 9 Miners 240 Feet Down","Nine miners are trapped 240 feet down in earth after wall bursts, inundating them with tons of water from nearby abandoned mine and forcing them to crouch desperately through night in air pocket in four-foot-high coal seam in Quecreek, Pa; last clear underground tapping signals from miners are picked up 14 hours after accident; rescue crews rush special 30-inch power drill into place in attempt to dig escape shaft to any survivors among men, who are hunched in pitch darkness in 55 degree water, their heads in air pocket; emergency pumps gush water up from flooded mine into creek, as rescue workers seek to keep men alive through emergency six-inch pipe through which compressed air is pumped down into air pocket; officials say air feed is miners' only hope of lifeline through night; photos; map (M)","Nine miners are trapped 240 feet down in earth after wall bursts, inundating them with tons of water from nearby abandoned mine and forcing them to crouch desperately through night in air pocket in four-foot-high coal seam in Quecreek, Pa; last cl...","Nine miners were trapped 240 feet down in the earth today after a wall burst and they were inundated with tons of water from an abandoned mine, sending them to crouch desperately through the night Wednesday in an air pocket in a four-foot-high coal seam."
2002-07-27,Man in Middle of AOL Deal Is Now at Center of a Storm,Man in Middle of AOL Deal Is Now at Center of a Storm,"Stephen M Case, architect of America Online and Time Warner merger, becomes target of growing criticism by analysts and investors after chairman Robert W Pittman resigns; Securities and Exchange Commission has opened probe into accounting practices at AOL that may have inflated past revenue; some analysts say Case's role as merger's architect makes him liability as AOL Time Warner tries to rebuild its credibility; company's directors, with Pittman's departure from board, are now evenly divided between Time Warner and AOL members; photo (M)","Stephen M Case, architect of America Online and Time Warner merger, becomes target of growing criticism by analysts and investors after chairman Robert W Pittman resigns; Securities and Exchange Commission has opened probe into accounting practice...","In the 18 months since his company, America Online, acquired the media giant Time Warner for $165 billion in stock, Stephen M. Case has left much of the work of integrating the companies and fulfilling their lofty promises to his prominent lieutenant, Robert W. Pittman."
2002-07-28,"Miners Are Rescued After 3 Days; 'We've Been Waiting,' They Say","Miners Are Rescued After 3 Days; 'We've Been Waiting,' They Say","Nine miners are rescued from flooded coal mine in Quecreek, Pa, after three days of fighting for survival in 50-degree cold; desperate rescue operation reaches miners after assorted mechanical setbacks; sinking of 6-inch air pipe into mine to find trapped men is singled out among the critical turnings in rescue operation; photos (M)","Nine miners are rescued from flooded coal mine in Quecreek, Pa, after three days of fighting for survival in 50-degree cold; desperate rescue operation reaches miners after assorted mechanical setbacks; sinking of 6-inch air pipe into mine to find...",Rescue workers broke through a coal-mine wall to nine trapped miners and found them all alive and well and aching to be rescued after three days of fighting for survival in a pocket of air in their flooded mine.
2002-07-29,QWEST ANNOUNCES ACCOUNTING FLAWS,QWEST ANNOUNCES ACCOUNTING FLAWS,"Qwest Communications International, dominant provider of local telephone service in 14 Western states, says it incorrectly accounted for more than $1.1 billion in transactions from 1999 to 2001; says accounting problems might extend to areas beyond sale of fiber optic capacity, where most scrutiny was focused until recently; might have improperly accounted for services acquired from other telecommunications carriers and for communications equipment it sold; withdraws financial forecasts for 2002 as result of weakness in its telecommunications business, but still expects to report financial results for second quarter and revised outlook for year on August 8; chief executive Richard C Notebaert says company will restate results for 1999 to 2001 on completion of extensive review of accounting practices; says Securities and Exchange Commission has been informed of discovery; photo (M)","Qwest Communications International, dominant provider of local telephone service in 14 Western states, says it incorrectly accounted for more than $1.1 billion in transactions from 1999 to 2001; says accounting problems might extend to areas beyon...","Qwest Communications International, the dominant provider of local telephone service in 14 Western states, said last night that it had incorrectly accounted for more than $1.1 billion of transactions from 1999 to 2001 in the latest revelation of accounting irregularities at a telecommunications company."
2002-07-30,MERRILL REPLACED RESEARCH ANALYST WHO UPSET ENRON,MERRILL REPLACED RESEARCH ANALYST WHO UPSET ENRON,"Congressional investigators say Merrill Lynch replaced research analyst who angered Enron executives in 1998 by rating company's stock 'neutral' at time brokerage was eager to win more investment banking business and that Merrill subsequently upgraded rating; move by brokerage followed memo from investment bankers Rick Gordon and Schuyler Tilney to president Herbert Allston complaining of loss of lucrative stock underwriting deal because Enron executives had visceral dislike of research analyst John Olson, and what he told investigators about its stock; contents of their memo discussed; Merrill vigorously denies allegations; disputes there was any link between its rating on Enron and desire to win more business; says firm never asked superiors to take action against Olson and that its employees behaved properly in dealings with Enron; says it was focused primarily on getting into Enron underwriting on basis of long relationship between both companies (M)",Congressional investigators say Merrill Lynch replaced research analyst who angered Enron executives in 1998 by rating company's stock 'neutral' at time brokerage was eager to win more investment banking business and that Merrill subsequently upgr...,"In the summer of 1998, when it was eager to win more investment banking business from Enron, Merrill Lynch replaced a research analyst who had angered Enron executives by rating the company's stock ''neutral'' with an analyst who soon upgraded the rating, according to Congressional investigators."
2002-07-31,"In Attacks on Bush, Kerry Sets Himself Apart","In Attacks on Bush, Kerry Sets Himself Apart","Sen John Kerry, in possible effort to set himself apart from Democratic pack in race for presidential nomination, has been attacking Pres Bush's foreign policy, strategy many other Democrats view as too risky in light of war on terrorism; cites errors in American ground campaign in Afghanistan, interview; Republicans and some Democrats say attacking Bush on war-related issues is nearly risk-free for Kerry because he is decorated Vietnam veteran whose patriotism is not easily impugned; photo (M)","Sen John Kerry, in possible effort to set himself apart from Democratic pack in race for presidential nomination, has been attacking Pres Bush's foreign policy, strategy many other Democrats view as too risky in light of war on terrorism; cites er...","Secretary of State Colin L. Powell was cruising through a Senate hearing on arms control, charming his Democratic adversaries and deftly parrying their questions, when Senator John Kerry, a Democrat from Massachusetts, took the microphone."
2002-08-01,AT LEAST 7 KILLED AS MILITANTS BOMB JERUSALEM CAMPUS,AT LEAST 7 KILLED AS MILITANTS BOMB JERUSALEM CAMPUS,"Powerful bomb tears apart bustling cafeteria at Hebrew University in Jerusalem killing seven people, including at least three Americans, and wounding more than 80; bomb was hidden in bag and left on table by Palestinian militants; school is one of few places where Israeli Jews and Israeli Arabs still mix, which has given students there sense of safety even as new violence threatens elsewhere in city; Arab students are among wounded; Pres Bush condemns bombing; Islamist group Hamas claims responsibility, saying it was in retaliation for Israel's killing last week of top Hamas leader in Gaza, in attack that also killed 14 others, including 9 children; campus is fenced and guards check bags of those who enter, but students have complained that security is porous and campus newspaper warned last Jan that cafeteria would be appealing, accessible target; attack is unusual in that it appears not to be work of suicide bomber; Yasir Arafat's Palestinian Authority issues statement comdemning attack but also blaming Israeli Prime Min Ariel Sharon for provoking such violence; photos; map (L)","Powerful bomb tears apart bustling cafeteria at Hebrew University in Jerusalem killing seven people, including at least three Americans, and wounding more than 80; bomb was hidden in bag and left on table by Palestinian militants; school is one of...","A powerful bomb hidden in a bag and left on a table by Palestinian militants tore apart a bustling cafeteria during lunch at Hebrew University here today, killing seven people, including at least three Americans, and wounding more than 80."
2002-08-02,SWEEPING CHANGES PUSHED  FOR  CODE ON CITY HIGH-RISES,SWEEPING CHANGES PUSHED  FOR  CODE ON CITY HIGH-RISES,"New York City officials consider sweeping plan to change codes that govern how all high-rise buildings are protected against fire and structural damage and how they are evacuated in emergency; plan is one of first clear signs that fiery collapse of World Trade Center is going to transform construction and operation of high-rises around nation; possible changes would be among city's most comprehensive in three decades; changes are proposed by task force of building and fire officials, real estate leaders, engineers and construction executives; great loss of life in World Trade Center disaster is creating impetus for initial wave of changes that safety experts have long supported; task force's ideas will be aired in daylong public hearing on Aug 13; goal is to have completed plan ready by end of year, for swift consideration by City Council and Mayor Michael R Bloomberg; diagram illustrating suggested changes (M)",New York City officials consider sweeping plan to change codes that govern how all high-rise buildings are protected against fire and structural damage and how they are evacuated in emergency; plan is one of first clear signs that fiery collapse o...,New York City officials are creating a sweeping plan to change the codes that govern how all high-rise buildings are protected against fire and structural damage and how they are evacuated in an emergency. The plan is one of the first clear signs that the fiery collapse of the World Trade Center is going to transform the construction and operation of high-rises around the nation.
2002-08-03,Rumsfeld Moves to Strengthen His Grip on Military Intelligence,Rumsfeld Moves to Strengthen His Grip on Military Intelligence,"Defense Sec Donald H Rumsfeld, moving to strengthen his control over military's intelligence apparatus, proposes civilian post reporting directly to him to manage vast operation that accounts for nearly 80 percent of overall intelligence budget; his call to establish post of undersecretary for intelligence potentially sets up turf war with Central Intelligence Agency head George J Tenet for dominance over American intelligence community; he is expected to name his special adviser on intelligence policy, Richard L Haver, to post; Haver says post is intended to make it easier for Pentagon and Central Intelligence Agency to work together, interview; says he was never asked for his views on whether to replace Tenet when he was in charge of intelligence policy for Bush transition team (M)","Defense Sec Donald H Rumsfeld, moving to strengthen his control over military's intelligence apparatus, proposes civilian post reporting directly to him to manage vast operation that accounts for nearly 80 percent of overall intelligence budget; h...","Defense Secretary Donald H. Rumsfeld is moving to strengthen his control over the military's intelligence apparatus, and his first step has been to propose a civilian post reporting directly to him to manage the vast and expensive operation."
